N,P,K,temperature,humidity,ph,rainfall,label,crop_failure_risk,crop_encoded
0.46428571428571425,0.24285714285714288,0.2,0.4145431304377252,0.6607314609581958,0.5081786706898601,0.5898751045932653,jute,0,8
0.22142857142857142,0.17142857142857143,0.10500000000000001,0.5499834969230348,0.38673149209188185,0.2366085555998162,0.27824688090990585,mango,1,12
0.2571428571428571,0.35,0.20500000000000002,0.9758272730465134,0.9413816428115612,0.491807709821688,0.697520846085331,papaya,1,17
0.6357142857142857,0.25,0.19,0.4911652654829774,0.6850221099777424,0.5636253800480551,0.609673049238233,jute,0,8
0.7357142857142857,0.15714285714285714,0.13,0.5183582420366957,0.4355678839326381,0.49627170930197306,0.38035646592161476,coffee,1,5
0.7071428571428571,0.37142857142857144,0.15000000000000002,0.5063935916937965,0.780754914651713,0.3824080124761945,0.905606750939425,rice,0,20
0.3142857142857143,0.38571428571428573,0.365,0.3255674965675753,0.065287404276348,0.6375935025157287,0.23157226484344212,chickpea,0,3
0.5357142857142857,0.36428571428571427,0.065,0.2876097965556475,0.5611818230573448,0.3412702347829333,0.1459092305710532,maize,1,11
0.11428571428571428,0.9857142857142857,0.995,0.4159314765493473,0.9015791870707547,0.3311678466605509,0.3649752564727689,apple,0,0
0.3071428571428571,0.45,0.38,0.23051562119896046,0.04287079921907708,0.5071817629737132,0.2104980897720079,chickpea,0,3
0.7642857142857142,0.2714285714285714,0.065,0.3776386483817727,0.784925532140075,0.5046129839018072,0.16241815044547436,cotton,1,6
0.02857142857142857,0.13571428571428573,0.19,0.37696979383998314,0.8621154464673403,0.5753756890541466,0.3217450540464399,pomegranate,0,19
0.014285714285714285,0.8428571428571429,0.9999999999999999,0.37584175320359653,0.8928570052810682,0.3480360963090684,0.3760715689210978,apple,0,0
0.02857142857142857,0.29285714285714287,0.049999999999999996,0.6329009175667706,0.5617233961230323,0.0,0.1560456356570808,mothbeans,1,13
0.07857142857142857,0.9071428571428571,0.96,0.18628964678012516,0.781482074587719,0.3472052618852599,0.19425577486424345,grapes,0,7
0.7785714285714286,0.05,0.215,0.586669817562671,0.9084865321037875,0.49895063435353704,0.0014453943806666814,muskmelon,1,15
0.44285714285714284,0.3142857142857143,0.16,0.43087654750866594,0.8003031633496394,0.6189395907216755,0.5239989992259745,jute,0,8
0.12142857142857143,0.07857142857142857,0.045000000000000005,0.19835217541850092,0.9091418960212411,0.4859932710283712,0.2968516106251552,orange,0,16
0.2785714285714286,0.17857142857142855,0.165,0.309251211111883,0.8556455894013232,0.5388812569718207,0.31526072654006954,pomegranate,0,19
0.09285714285714286,0.47857142857142854,0.07999999999999999,0.43396015411747696,0.0789843309559718,0.36073450279171604,0.14347770892435008,kidneybeans,1,9
0.65,0.11428571428571428,0.225,0.4343798058525625,0.7838229392678359,0.507248805204225,0.10050724004386095,watermelon,1,21
0.06428571428571428,0.5071428571428571,0.1,0.5695841036506051,0.4184432538008437,0.34334246945350055,0.5710119173201871,pigeonpeas,1,18
0.19285714285714284,0.48571428571428577,0.37,0.28060437809405764,0.018398646234758814,0.5995865661065383,0.2240748852789995,chickpea,0,3
0.9714285714285714,0.22142857142857142,0.095,0.3870849622832579,0.771825426614263,0.637404465753941,0.2505867300962308,cotton,0,6
0.22857142857142856,0.36428571428571427,0.065,0.3068823808948912,0.6018585851566735,0.5653697494033296,0.09235553560306216,lentil,1,10
0.6,0.2357142857142857,0.19,0.5009433418067999,0.6949154143337828,0.58504273941689,0.4995048277588712,jute,0,8
0.19999999999999998,0.42857142857142855,0.09,0.5548333833505354,0.5557123380525855,0.6074045213970505,0.1936900044472974,blackgram,1,2
0.7928571428571428,0.0,0.25,0.49229863700567905,0.8186432637873073,0.469661279335573,0.1093697851913752,watermelon,1,21
0.17857142857142858,0.8928571428571428,0.96,0.8914024504247193,0.7983558535461488,0.31925444841871664,0.19610003569960538,grapes,1,7
0.2857142857142857,0.4142857142857143,0.065,0.6151561267153429,0.6230843837143566,0.5045051090567592,0.15335982798223097,blackgram,1,2
0.21428571428571427,0.5,0.1,0.6126850098384622,0.3277811756067621,0.45804839639818873,0.4634791207886573,pigeonpeas,1,18
0.20714285714285713,0.5142857142857142,0.35,0.23127424190840357,0.014266447260030152,0.665555702177975,0.1890173817858249,chickpea,1,3
0.7642857142857142,0.2714285714285714,0.065,0.3776386483817727,0.784925532140075,0.5046129839018072,0.16241815044547436,cotton,1,6
0.16428571428571428,0.11428571428571428,0.10500000000000001,0.497395678140178,0.9239463760787515,0.3732396119549931,0.46319901126208796,coconut,0,4
0.8571428571428571,0.39285714285714285,0.049999999999999996,0.37442739631490113,0.8120689727759949,0.5892156831237694,0.16174493715072596,cotton,1,6
0.5714285714285714,0.07142857142857142,0.11500000000000002,0.3980826110758255,0.627024628376186,0.49809830357212537,0.5087505284037346,coffee,0,5
0.05714285714285714,0.2357142857142857,0.135,0.5954042017198451,0.37893835722950686,0.23001999767816972,0.25537722672426794,mango,1,12
0.3857142857142857,0.40714285714285714,0.375,0.2308433239897862,0.024880279382743675,0.6205431123564564,0.21242828669969777,chickpea,0,3
0.9428571428571428,0.33571428571428574,0.07,0.4292882867682793,0.7290235223865509,0.4565845556153032,0.14948322507479928,cotton,1,6
0.03571428571428571,0.36428571428571427,0.095,0.44840700884348833,0.3587993731762864,0.23645132827088855,0.6043594110770699,pigeonpeas,0,18
0.19285714285714284,0.39285714285714285,0.060000000000000005,0.4962895984602533,0.5762262899909886,0.5484801053989343,0.15838153498222285,blackgram,1,2
0.8071428571428572,0.5714285714285714,0.2,0.5418371900055221,0.7277838198408331,0.39440851941324806,0.31895081895066907,banana,1,1
0.21428571428571427,0.4642857142857143,0.37,0.31350181327889065,0.06663960927474782,0.5930691672362034,0.1771547864520609,chickpea,1,3
0.22142857142857142,0.0,0.045000000000000005,0.23608582598759592,0.9035083100647142,0.47943292771845614,0.32467902489051986,orange,0,16
0.24285714285714285,0.30714285714285716,0.215,0.9310777785966995,0.8997039194618618,0.5139835389181933,0.5793225201907028,papaya,1,17
0.9357142857142857,0.3142857142857143,0.08499999999999999,0.4689617571125541,0.7667289211856044,0.5921031224391917,0.16786337256078615,cotton,1,6
0.4714285714285714,0.3,0.155,0.44981360798596187,0.7021578417158086,0.4777431856599734,0.5579183586886373,jute,0,8
0.25,0.4142857142857143,0.355,0.24055101602490975,0.039079298440622606,0.6555208222237587,0.2532743986618162,chickpea,0,3
0.09285714285714286,0.9071428571428571,0.9900000000000001,0.4125541741076066,0.7959925090262824,0.4544860829862958,0.19007543465348453,grapes,1,7
0.19999999999999998,0.9999999999999999,0.985,0.2819388989324276,0.8009033621321289,0.4640020938652656,0.16704208487964228,grapes,1,7
0.95,0.3,0.09,0.4507937157095306,0.7159328123853477,0.5174216402345724,0.24946249554999178,cotton,0,6
0.6214285714285714,0.16428571428571426,0.125,0.47202565154210935,0.6347438147546726,0.47215498498154074,0.5337106127054364,coffee,0,5
0.5071428571428571,0.35,0.055,0.3831941903343667,0.5767364066582791,0.34963421325393107,0.24226995483410707,maize,0,11
0.8071428571428572,0.2357142857142857,0.1,0.3649771886753049,0.7608668038226973,0.6047711249326064,0.2518411340392858,cotton,0,6
0.0,0.4642857142857143,0.07999999999999999,0.790105653861563,0.4873605820833756,0.1818410056563995,0.29204657219820473,pigeonpeas,1,18
0.19285714285714284,0.2714285714285714,0.09,0.6534659134695655,0.4969741470321607,0.36916549701949497,0.08836503777140219,mothbeans,1,13
0.2785714285714286,0.48571428571428577,0.095,0.47371686132678686,0.5474712368740005,0.5791995697740997,0.17586645646155152,blackgram,1,2
0.42857142857142855,0.35714285714285715,0.2,0.34737126932996937,0.8058622927195873,0.3785732702075829,0.9605196987321382,rice,0,20
0.7428571428571429,0.14285714285714285,0.23,0.5719801287905737,0.9290145128099788,0.4617689703931329,0.011507149782716372,muskmelon,1,15
0.2714285714285714,0.35714285714285715,0.07,0.6973880472875424,0.2797050780643344,0.36749758566625734,0.6415161794421064,pigeonpeas,1,18
0.0,0.15000000000000002,0.13,0.4562445218448287,0.9422770594076554,0.31818012824468933,0.62021406678683,coconut,0,4
0.24285714285714285,0.028571428571428567,0.155,0.3891004999091517,0.8410155152715032,0.4315664439124479,0.3238072736053219,pomegranate,0,19
0.8357142857142857,0.5785714285714285,0.24000000000000002,0.4599809133357838,0.8085338236304566,0.34238777814934884,0.34327304188519475,banana,0,1
0.2857142857142857,0.45,0.060000000000000005,0.7254667138413624,0.5937478593950116,0.6584791083562023,0.17989906380267895,blackgram,1,2
0.21428571428571427,0.2785714285714286,0.055,0.5947686525079496,0.8007561198059592,0.4574634568340623,0.10983137908441386,mungbean,1,14
0.16428571428571428,0.35714285714285715,0.055,0.3355615096118077,0.6467473266367985,0.25021358269846916,0.5925371571369846,pigeonpeas,0,18
0.2642857142857143,0.35714285714285715,0.385,0.28931633245266836,0.043918730625540525,0.7660440782343911,0.2088032784123806,chickpea,0,3
0.04285714285714286,0.028571428571428567,0.034999999999999996,0.6350099596105285,0.8853655736293723,0.5487839377060717,0.3210978443722596,orange,1,16
0.25,0.33571428571428574,0.07,0.5167552807031675,0.8824757102340056,0.4973669200523616,0.06145502570841112,mungbean,1,14
0.5785714285714285,0.36428571428571427,0.155,0.4064566637670815,0.6807419694668725,0.5595042426284049,0.5550955096569742,jute,0,8
0.07142857142857142,0.38571428571428573,0.049999999999999996,0.5977497842659711,0.8755728612389256,0.4390360145664425,0.13841425165271198,mungbean,1,14
0.8928571428571428,0.39285714285714285,0.060000000000000005,0.42868888091208596,0.8197064141235676,0.5109385807513536,0.21567733797721617,cotton,0,6
0.17142857142857143,0.48571428571428577,0.07500000000000001,0.2947106506959069,0.21067593440529603,0.17191463264647544,0.5609393898877365,pigeonpeas,0,18
0.35,0.4,0.2,0.6850832943653822,0.9370525979709124,0.5075887721288526,0.7912275231574727,papaya,1,17
0.14285714285714285,0.47857142857142854,0.07,0.6764177170231027,0.5844108189810049,0.6061609889249022,0.1634091597010227,blackgram,1,2
0.16428571428571428,0.47857142857142854,0.39499999999999996,0.27637469365780915,0.03352604416116492,0.5318882428970093,0.21411555233969992,chickpea,0,3
0.7928571428571428,0.25,0.1,0.438821769624611,0.8189294693409042,0.4177715807010781,0.2537145452589336,cotton,0,6
0.15714285714285714,0.2285714285714286,0.07500000000000001,0.5322572929703595,0.8427811181024881,0.482908990339721,0.067941616729375,mungbean,1,14
0.20714285714285713,0.9071428571428571,0.995,0.39734293016023586,0.8863158198143136,0.4036466466012203,0.3158037928319545,apple,0,0
0.4357142857142857,0.45,0.225,0.7578227725625659,0.9011584571588388,0.5121098807402875,0.8005550332607232,papaya,1,17
0.2785714285714286,0.4642857142857143,0.23500000000000001,0.4917680287480802,0.8929848287507697,0.4900348187594099,0.1406675321739811,papaya,1,17
0.8571428571428571,0.30714285714285716,0.055,0.3786438726040124,0.7134654617531518,0.6154705497123429,0.1850982376293347,cotton,1,6
0.05714285714285714,0.2357142857142857,0.135,0.5954042017198451,0.37893835722950686,0.23001999767816972,0.25537722672426794,mango,1,12
0.22857142857142856,0.45,0.07,0.4430927329767758,0.04579588328958198,0.3129322352233668,0.4650756363554206,kidneybeans,0,9
0.12857142857142856,0.05,0.015,0.08522051482781196,0.9048853654265069,0.4206676935892081,0.35597276278047724,orange,0,16
0.6357142857142857,0.14285714285714285,0.225,0.5150478065273438,0.8994037280754453,0.44712122777122143,0.016971436448632096,muskmelon,1,15
0.5,0.22142857142857142,0.185,0.36022685018008566,0.7755224921616773,0.5359307041274737,0.6542909815452858,rice,0,20
0.19999999999999998,0.9357142857142857,0.975,0.3965264364380294,0.91163773937226,0.4268665694122413,0.3392518428430969,apple,0,0
0.15714285714285714,0.04285714285714286,0.12,0.5443369285480837,0.9422156670687861,0.3816874458112035,0.7104438695554393,coconut,1,4
0.6428571428571428,0.07142857142857142,0.23500000000000001,0.5150668081595977,0.8998158354088662,0.45835515202806953,0.011852846559622918,muskmelon,1,15
0.8428571428571429,0.2785714285714286,0.09,0.36746651904213706,0.8000254975380484,0.4962949505898635,0.16788126716215962,cotton,1,6
0.7071428571428571,0.35,0.16,0.339487386744798,0.7709275803422722,0.32548163805210617,0.64095260525006,rice,0,20
0.22857142857142856,0.14285714285714285,0.15000000000000002,0.24897610472081005,0.833613026674945,0.3719031996701332,0.3114487891004365,pomegranate,0,19
0.04285714285714286,0.9785714285714285,0.985,0.5206503554749708,0.8013869564223276,0.42354708021876375,0.17996067017746703,grapes,1,7
0.6142857142857142,0.18571428571428572,0.15000000000000002,0.5139608022100732,0.5426188209444397,0.4642260662960136,0.6149921510924963,coffee,1,5
0.8571428571428571,0.30714285714285716,0.055,0.3786438726040124,0.7134654617531518,0.6154705497123429,0.1850982376293347,cotton,1,6
0.2857142857142857,0.08571428571428572,0.049999999999999996,0.3456551392646215,0.8947654183360395,0.6799560700586764,0.31174034865858596,orange,0,16
0.08571428571428572,0.37857142857142856,0.09,0.35740048031590127,0.5732867475696627,0.5077255265434477,0.10809862668964647,lentil,1,10
0.22142857142857142,0.9928571428571428,0.985,0.03854780421326487,0.7735006810865724,0.36842841292694395,0.172104967349199,grapes,1,7
0.15714285714285714,0.35714285714285715,0.055,0.4182790322755789,0.6273878418802277,0.4689845078512742,0.1056045950020728,lentil,1,10
0.40714285714285714,0.37857142857142856,0.36,0.2676305500335075,0.038805089827407574,0.6967643584209167,0.218697809183718,chickpea,0,3
0.2642857142857143,0.42142857142857143,0.08499999999999999,0.23062868409197984,0.053285534073432034,0.3815196300802234,0.3651333096116505,kidneybeans,0,9
0.19999999999999998,0.8928571428571428,0.955,0.36895075332303,0.9382564508675301,0.398290133732932,0.3327112709297002,apple,0,0
0.07857142857142857,0.22142857142857142,0.14,0.7808774549975941,0.4429974695115124,0.38525226036770477,0.269630871182422,mango,1,12
0.049999999999999996,0.5285714285714286,0.09,0.2946860586344375,0.06334624199039332,0.36080542560391626,0.27425898203483956,kidneybeans,0,9
0.12142857142857143,0.5142857142857142,0.095,0.3283697678882915,0.05452542259290161,0.3213762278970286,0.3186891659231742,kidneybeans,0,9
0.04285714285714286,0.9571428571428571,0.97,0.4741754441996823,0.7859336348291804,0.4338960479360783,0.19320331520077783,grapes,1,7
0.02142857142857143,0.45,0.055,0.2555188521371928,0.23847256187572913,0.22738373333008777,0.31312766301107137,pigeonpeas,0,18
0.3,0.40714285714285714,0.35,0.25135719023843645,0.0542080764696066,0.5459534497695118,0.2210278231768119,chickpea,0,3
0.5714285714285714,0.15000000000000002,0.25,0.44030035074598756,0.871897592305232,0.4103968428424575,0.10336507878181074,watermelon,1,21
0.6785714285714286,0.05714285714285715,0.20500000000000002,0.5980561180246367,0.9275947117196984,0.40820430671353536,0.010503471696627575,muskmelon,1,15
0.7071428571428571,0.22142857142857142,0.07500000000000001,0.32272989114175926,0.5960470316534355,0.49308623184462474,0.20843282229911886,maize,0,11
0.03571428571428571,0.45,0.07500000000000001,0.2770641900359569,0.21991234703567775,0.40752638891671156,0.4853001419448848,pigeonpeas,0,18
0.7928571428571428,0.5285714285714286,0.24000000000000002,0.5526056561734423,0.7177093182483729,0.4142747869687452,0.35706583641120554,banana,1,1
0.65,0.05,0.20500000000000002,0.44357537931173924,0.8311806560253843,0.4421409172009545,0.10047508344217344,watermelon,1,21
0.5499999999999999,0.2357142857142857,0.155,0.36094583009661657,0.7692623515352449,0.381405625943684,0.7339860805659106,rice,0,20
0.8428571428571429,0.2857142857142857,0.09,0.4056951836262304,0.737057492557382,0.6965548221153384,0.1844668440167021,cotton,1,6
0.17857142857142858,0.45,0.36,0.3082688343947078,0.009972536874568366,0.6535420522796167,0.23504317976750666,chickpea,0,3
0.16428571428571428,0.13571428571428573,0.135,0.5469532672590747,0.3723073887922831,0.3310567370371076,0.2621942316020122,mango,1,12
0.2857142857142857,0.4142857142857143,0.065,0.6151561267153429,0.6230843837143566,0.5045051090567592,0.15335982798223097,blackgram,1,2
0.19285714285714284,0.02142857142857143,0.125,0.4971314753592316,0.980519631721453,0.3898854743263004,0.7220191545026904,coconut,0,4
0.014285714285714285,0.44285714285714284,0.065,0.737152085914873,0.38818532742876777,0.37638083125282384,0.3905334591661442,pigeonpeas,1,18
0.2785714285714286,0.9642857142857143,0.9900000000000001,0.3387608176511456,0.7744156116260907,0.443064910813194,0.17583669130395585,grapes,1,7
0.2857142857142857,0.9928571428571428,0.955,0.3862833609126934,0.9099968535259618,0.386595935019716,0.3115346589454855,apple,0,0
0.7357142857142857,0.15714285714285714,0.13,0.5183582420366957,0.4355678839326381,0.49627170930197306,0.38035646592161476,coffee,1,5
0.2571428571428571,0.42857142857142855,0.375,0.25457035275511336,0.02824813358816597,0.39653583984332597,0.19595407446840712,chickpea,0,3
0.2571428571428571,0.2357142857142857,0.049999999999999996,0.5541428517737848,0.8556667106059793,0.43851549462051564,0.1352811567292614,mungbean,1,14
0.7,0.15714285714285714,0.11000000000000001,0.44563435900835585,0.4320726252234759,0.5813876058360428,0.6372533863152618,coffee,0,5
0.06428571428571428,0.5357142857142857,0.07,0.3591900726168567,0.05031821716064569,0.3800870275205329,0.37648173015940944,kidneybeans,0,9
0.049999999999999996,0.07857142857142857,0.019999999999999997,0.2721816865280641,0.9075263008551108,0.6710567852847023,0.33898599463387996,orange,0,16
0.7428571428571429,0.09285714285714285,0.125,0.41260953344886303,0.5383022485956233,0.5100211336254508,0.4334183468427395,coffee,0,5
0.8428571428571429,0.5928571428571429,0.23,0.4674984381840203,0.7610944265944611,0.4200227577000438,0.28864800519767275,banana,0,1
0.2642857142857143,0.007142857142857145,0.04,0.4847927077493754,0.9012861242892508,0.6240018264307559,0.2908868853649782,orange,0,16
0.5357142857142857,0.3142857142857143,0.049999999999999996,0.3511494641740425,0.6679540139997341,0.3758508961582834,0.2952021932094011,maize,0,11
0.16428571428571428,0.4642857142857143,0.049999999999999996,0.7395743956452159,0.5699958749470141,0.6071627098766856,0.1439894889233458,blackgram,1,2
0.2642857142857143,0.36428571428571427,0.1,0.3666144619965301,0.062369497112595595,0.35350260503539055,0.3823381927002562,kidneybeans,0,9
0.6642857142857143,0.36428571428571427,0.155,0.4248571194457616,0.7910165088718565,0.5418707518949004,0.5928010948508838,rice,0,20
0.2571428571428571,0.8785714285714286,0.995,0.461141007966361,0.7750341235729252,0.34120596481917453,0.1677871302821602,grapes,1,7
0.18571428571428572,0.04285714285714286,0.03,0.11828776361092463,0.894842388135031,0.639199801244825,0.30889447770902834,orange,0,16
0.16428571428571428,0.37857142857142856,0.07,0.4294936969875595,0.5132829561668879,0.2707923963130229,0.13957407637229857,mothbeans,1,13
0.15,0.9214285714285714,0.985,0.02968739636953477,0.767267340397806,0.45482921679198673,0.16153192892855367,grapes,1,7
0.6714285714285714,0.34285714285714286,0.17500000000000002,0.3137491939338894,0.8007843819826657,0.3447619189295772,0.7965999244162905,rice,0,20
0.0,0.35714285714285715,0.1,0.5485314863946329,0.3431202895989328,0.1587519429617711,0.09137924690264944,mothbeans,1,13
0.05714285714285714,0.47857142857142854,0.060000000000000005,0.3225394279773212,0.06409889853107892,0.34364255946525846,0.24269825459893285,kidneybeans,0,9
0.2642857142857143,0.33571428571428574,0.21000000000000002,0.9916670273309598,0.929227271448796,0.4731049538393781,0.6883278988351655,papaya,1,17
0.5214285714285715,0.2142857142857143,0.165,0.45084814152878433,0.7901111334630274,0.23367811500415736,0.5952051341931829,rice,0,20
0.8357142857142857,0.5071428571428571,0.21000000000000002,0.47085078258799046,0.7364776439001728,0.40714474657855504,0.26147531508960487,banana,0,1
0.15714285714285714,0.44285714285714284,0.365,0.2212389579753546,0.0019429874888229337,0.42036211868770157,0.18679598816828713,chickpea,1,3
0.14285714285714285,0.2857142857142857,0.08499999999999999,0.5905673825192814,0.8836195073760075,0.5294488658618637,0.12437522641539715,mungbean,1,14
0.4357142857142857,0.2571428571428572,0.15000000000000002,0.4533031019344194,0.7609002822481278,0.5198528336167496,0.6304711858095832,jute,0,8
0.19285714285714284,0.4714285714285714,0.09,0.40817305842943025,0.3760205827208083,0.561374738597082,0.46912709922494544,pigeonpeas,0,18
0.07857142857142857,0.2857142857142857,0.07,0.5641464851487443,0.3511988085336085,0.05034355896601417,0.08539252653942715,mothbeans,1,13
0.5785714285714285,0.07857142857142857,0.2,0.5107584242509267,0.8399879299068312,0.5018665310603712,0.14162391721555478,watermelon,1,21
0.15,0.24285714285714288,0.07500000000000001,0.547627429497779,0.7917449202222043,0.5543957038977272,0.09488454118096896,mungbean,1,14
0.8357142857142857,0.5285714285714286,0.22,0.4663043886230472,0.7945774179487729,0.4160879182569106,0.33292391678680583,banana,0,1
0.65,0.11428571428571428,0.10500000000000001,0.4937951509658067,0.5029301904733773,0.5850011357938889,0.6157256091162541,coffee,0,5
0.03571428571428571,0.42857142857142855,0.07,0.2543777329764692,0.6282227641549979,0.5409376352794482,0.10223763683204974,lentil,1,10
0.7214285714285714,0.18571428571428572,0.10500000000000001,0.5049497176718174,0.6469856634334018,0.522697779324647,0.49784624176285974,coffee,0,5
0.5428571428571428,0.36428571428571427,0.17,0.43614318521244394,0.8824189121701652,0.47440584258273577,0.6353771605747605,jute,0,8
0.05714285714285714,0.2285714285714286,0.14,0.5456516162060976,0.47492158501053416,0.40853878283075695,0.2771160868406464,mango,1,12
0.85,0.6071428571428571,0.215,0.5631692597486837,0.7622635388008929,0.3864681865010088,0.3518989767706489,banana,1,1
0.6428571428571428,0.37142857142857144,0.095,0.2736367506247746,0.683025606150103,0.4133184633255248,0.2227950902600745,maize,0,11
0.2857142857142857,0.47857142857142854,0.36,0.21704466680690598,0.03185788609254128,0.6199904332129733,0.2451157224767307,chickpea,0,3
0.12142857142857143,0.44285714285714284,0.065,0.6390409287262158,0.49247633276188885,0.3280809458512336,0.3912394405648631,pigeonpeas,1,18
0.6928571428571428,0.17142857142857143,0.11000000000000001,0.5357736149735928,0.46798790660761025,0.5762437956872124,0.4295538680859696,coffee,1,5
0.5214285714285715,0.2857142857142857,0.16,0.4156317589049005,0.7044533312505984,0.5042366987565825,0.5784267563337823,jute,0,8
0.1357142857142857,0.08571428571428572,0.17,0.4459618385268809,0.8318976002388677,0.5020426682634449,0.3268106121440204,pomegranate,0,19
0.22857142857142856,0.04285714285714286,0.13,0.5884059930805756,0.9136151757568186,0.4604051919017358,0.39845996764678593,coconut,1,4
0.6785714285714286,0.05714285714285715,0.20500000000000002,0.5980561180246367,0.9275947117196984,0.40820430671353536,0.010503471696627575,muskmelon,1,15
0.5928571428571429,0.11428571428571428,0.11500000000000002,0.4710131520915492,0.53942195618655,0.6170167505818589,0.6105884547123956,coffee,0,5
0.5499999999999999,0.22142857142857142,0.09,0.44564430904478386,0.49557483688919224,0.4896040813554696,0.24476484967735457,maize,0,11
0.20714285714285713,0.12142857142857143,0.19,0.29548171608608503,0.8597907394527834,0.3203476350188268,0.30797281235227725,pomegranate,0,19
0.5285714285714286,0.29285714285714287,0.2,0.47665786501719504,0.8646338031427178,0.3924772079911696,0.6077148548014468,jute,0,8
0.17857142857142858,0.8928571428571428,0.96,0.8914024504247193,0.7983558535461488,0.31925444841871664,0.19610003569960538,grapes,1,7
0.17857142857142858,0.5071428571428571,0.095,0.16666545137858818,0.12433672401653623,0.32084339439619614,0.41326924165587436,kidneybeans,0,9
0.6142857142857142,0.25,0.14,0.48799801114053015,0.44340945877376836,0.6116319239032142,0.41676031976420014,coffee,0,5
0.007142857142857143,0.15714285714285714,0.155,0.423995286581527,0.9226856217476888,0.33952448957231884,0.30421005857469874,pomegranate,0,19
